iccs,unit,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
ICCS0302,NR,IE	512 	458 	514 	423 	363 	316 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,NR,IT	2566 	2515 	2322 	2183 	2294 	2321 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,NR,LT	350 	482 	418 	417 	333 	271 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,NR,LV	292 	224 	245 	194 	187 	333 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,NR,NL	455 	455 	570 	460 	430 	455 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,NR,NO	1744 	1259 	1044 	1471 	1106 	571 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,NR,PL	5680 	6539 	14709 	4681 	3292 	3071 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,NR,PT	473 	499 	261 	158 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,NR,RO	961 	878 	711 	545 	532 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,NR,RS	195 	107 	91 	70 	67 	74 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,NR,SE	6202 	4954 	3314 	2292 	3089 	1757 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,NR,SK	17 	22 	17 	27 	27 	20 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,NR,XK	: 	: 	40 	277 	350 	342 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,P_HTHAB,AL	6.47 	3.37 	3.35 	3.34 	4.21 	3.65 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,P_HTHAB,AT	23.68 	21.54 	20.98 	15.39 	10.57 	9.60 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,P_HTHAB,BE	24.35 	28.75 	32.41 	25.98 	25.12 	22.19 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,P_HTHAB,CH	18.11 	19.39 	17.38 	10.34 	8.93 	3.39 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,P_HTHAB,CY	19.87 	18.47 	12.10 	14.58 	11.70 	9.43 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,P_HTHAB,CZ	6.63 	6.23 	7.18 	6.44 	5.19 	3.75 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,P_HTHAB,DE	53.78 	27.84 	19.30 	12.54 	10.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,P_HTHAB,DK	36.39 	32.65 	27.57 	29.08 	35.47 	10.46 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,P_HTHAB,EL	1.07 	0.97 	0.95 	1.62 	1.71 	2.56 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,P_HTHAB,ES	3.94 	3.90 	4.35 	4.12 	4.22 	3.91 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,P_HTHAB,FI	13.82 	15.82 	8.70 	6.67 	5.89 	5.14 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,P_HTHAB,FR	18.38 	16.96 	15.83 	13.99 	13.42 	11.47 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,P_HTHAB,HR	12.36 	8.87 	9.84 	6.70 	8.95 	10.88 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,P_HTHAB,HU	5.10 	3.80 	3.44 	4.87 	16.68 	5.32 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,P_HTHAB,IE	10.23 	9.23 	10.48 	8.76 	7.59 	6.69 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,P_HTHAB,IT	4.33 	4.22 	3.88 	3.61 	3.79 	3.83 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,P_HTHAB,LT	12.52 	17.25 	14.96 	14.85 	11.69 	9.38 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,P_HTHAB,LV	15.42 	11.74 	12.76 	10.03 	9.59 	16.91 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,P_HTHAB,NL	2.60 	2.61 	3.30 	2.68 	2.52 	2.68 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,P_HTHAB,NO	32.35 	23.46 	19.59 	27.78 	21.03 	10.96 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,P_HTHAB,PL	15.01 	17.23 	38.74 	12.33 	8.67 	8.09 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,P_HTHAB,PT	4.59 	4.85 	2.54 	1.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,P_HTHAB,RO	5.00 	4.54 	3.66 	2.79 	2.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,P_HTHAB,RS	2.84 	1.54 	1.31 	1.00 	0.95 	1.05 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,P_HTHAB,SE	59.75 	47.97 	32.39 	22.65 	30.90 	17.84 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,P_HTHAB,SK	0.31 	0.40 	0.31 	0.50 	0.50 	0.37 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0302,P_HTHAB,XK	: 	: 	2.23 	15.40 	19.62 	19.30 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0401,NR,AL	80 	82 	98 	133 	183 	159 	234 	297 	371 	326 	268 	236 	169 	144 
ICCS0401,NR,AT	2118 	2137 	2628 	2396 	2610 	3103 	3416 	3481 	3737 	4092 	4066 	4310 	4577 	4786 
ICCS0401,NR,BA	416 	520 	660 	: 	660 	1015 	111 	1025 	1103 	1010 	975 	: 	: 	746 
ICCS0401,NR,BE	11445 	11828 	16092 	16483 	17645 	18678 	20278 	21928 	22879 	25608 	27341 	23856 	23581 	22877 
ICCS0401,NR,BG	840 	1002 	1183 	1265 	1558 	1666 	1946 	2326 	2977 	2955 	3110 	3737 	3596 	2868 
ICCS0401,NR,CH	1736 	1949 	1872 	1644 	1746 	1876 	1859 	2367 	3196 	3603 	3113 	2853 	3530 	2890 
ICCS0401,NR,CY	68 	78 	55 	73 	103 	93 	78 	104 	149 	173 	137 	156 	142 	71 
ICCS0401,NR,CZ	1230 	1248 	1439 	1406 	1585 	1646 	2022 	2547 	3051 	3416 	3881 	4019 	4687 	4641 
ICCS0401,NR,DE	30125 	33872 	36052 	36756 	38849 	43009 	44666 	45475 	47234 	48711 	48021 	48166 	49317 	49913 
ICCS0401,NR,DK	1287 	1635 	1698 	1819 	2042 	2185 	2034 	2322 	3200 	3003 	3241 	3372 	4004 	3400 
ICCS0401,NR,EE	129 	113 	152 	170 	201 	248 	337 	360 	476 	457 	525 	599 	726 	909 
ICCS0401,NR,EL	2403 	2541 	4335 	4358 	4271 	4738 	4316 	3800 	4919 	5992 	6636 	6079 	4715 	3293 
ICCS0401,NR,ES	53073 	45263 	65874 	60295 	61763 	62952 	64581 	70855 	86034 	96607 	87718 	84411 	65159 	71421 
ICCS0401,NR,FI	1892 	1995 	1805 	1700 	1640 	1670 	1548 	1687 	1523 	1616 	1622 	1508 	1640 	1696 
ICCS0401,NR,FR	56127 	58200 	70897 	73266 	80952 	87118 	104116 	114093 	124657 	123814 	120966 	121038 	112765 	106633 
ICCS0401,NR,HR	604 	632 	838 	779 	864 	1068 	1311 	1268 	1523 	1588 	1382 	1245 	1411 	1259 
ICCS0401,NR,HU	541 	608 	633 	696 	841 	1104 	1440 	1954 	2298 	3036 	3203 	3396 	3159 	3128 
ICCS0401,NR,IE	1173 	1403 	2037 	2179 	2018 	1955 	2424 	2650 	2795 	2811 	2954 	3234 	2522 	2328 
ICCS0401,NR,IS	60 	75 	54 	77 	49 	50 	53 	51 	49 	50 	42 	42 	60 	43 
ICCS0401,NR,IT	22537 	20479 	24821 	28986 	31167 	33422 	35086 	39236 	63770 	62641 	58206 	47996 	50732 	64535 
ICCS0401,NR,LI	2 	4 	2 	2 	2 	4 	3 	1 	1 	5 	1 	2 	2 	1 
ICCS0401,NR,LT	310 	479 	665 	822 	1088 	1342 	1590 	1688 	1866 	1923 	2502 	2727 	3363 	3452 
ICCS0401,NR,LU	595 	472 	457 	449 	454 	459 	554 	615 	582 	527 	398 	377 	418 	326 
ICCS0401,NR,LV	263 	435 	493 	534 	604 	651 	779 	809 	917 	943 	1047 	1072 	1516 	1441 
ICCS0401,NR,ME	58 	48 	95 	123 	118 	128 	156 	188 	161 	117 	144 	3 	7 	6 
ICCS0401,NR,MK	: 	: 	: 	: 	417 	248 	278 	305 	468 	469 	513 	604 	597 	458 
ICCS0401,NR,MT	101 	128 	174 	208 	202 	259 	242 	190 	207 	257 	219 	196 	202 	147 
ICCS0401,NR,NL	5550 	7295 	8590 	7785 	7975 	8980 	9730 	10450 	13345 	14940 	15585 	16290 	16265 	13175 
ICCS0401,NR,NO	766 	958 	881 	788 	781 	810 	930 	1063 	1667 	1484 	1623 	1687 	1776 	1598 
ICCS0401,NR,PL	4874 	5288 	6473 	6801 	8114 	9634 	10210 	13868 	19533 	16685 	17729 	19359 	19267 	21085 
ICCS0401,NR,PT	7894 	8976 	10926 	10545 	11885 	13313 	15472 	15594 	16590 	18514 	20372 	20442 	20472 	20854 
ICCS0401,NR,RO	3412 	3849 	3466 	3275 	3163 	3096 	3358 	6418 	2933 	3193 	2251 	2484 	2541 	2464 
ICCS0401,NR,RS	807 	846 	1247 	1597 	1829 	2422 	3034 	3232 	3852 	3791 	3548 	3620 	4593 	4082 
ICCS0401,NR,SE	7301 	8812 	9035 	8646 	8649 	8562 	8461 	8364 	8361 	9213 	9719 	9219 	9570 	8909 
ICCS0401,NR,SI	222 	255 	314 	322 	238 	226 	232 	297 	377 	391 	403 	463 	481 	386 
ICCS0401,NR,SK	289 	325 	410 	475 	468 	526 	539 	680 	835 	974 	851 	1188 	1358 	1371 
ICCS0401,NR,TR	13236 	11267 	10924 	10993 	12171 	10892 	: 	: 	: 	10303 	9662 	8581 	8698 	: 
ICCS0401,NR,UKC-L	: 	: 	: 	: 	77089 	59332 	51133 	50153 	57828 	65155 	74688 	76189 	75105 	80130 
ICCS0401,NR,UKM	: 	: 	: 	1807 	1556 	1435 	1327 	1497 	1499 	1832 	2244 	2557 	2496 	2963 
ICCS0401,NR,UKN	: 	: 	: 	621 	567 	673 	810 	906 	969 	1040 	1269 	1349 	1315 	1149 
ICCS0401,NR,XK	171 	167 	205 	322 	306 	288 	284 	446 	510 	527 	629 	566 	586 	421 
ICCS0401,P_HTHAB,AL	2.83 	2.88 	3.42 	4.63 	6.36 	5.53 	8.11 	10.25 	: 	: 	9.46 	: 	5.31 	4.54 
ICCS0401,P_HTHAB,AT	23.71 	24.01 	29.67 	27.16 	29.75 	35.66 	39.79 	40.92 	44.22 	48.67 	48.55 	51.61 	54.91 	57.61 
ICCS0401,P_HTHAB,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	26.31 	25.37 	: 	: 	19.41 
ICCS0401,P_HTHAB,BE	99.05 	102.65 	140.47 	144.61 	155.44 	165.13 	180.45 	196.12 	204.98 	230.81 	248.54 	220.08 	219.30 	214.47 
ICCS0401,P_HTHAB,BG	12.14 	14.41 	16.90 	17.94 	21.94 	23.29 	27.02 	32.10 	40.87 	40.33 	42.20 	50.35 	48.16 	38.15 
ICCS0401,P_HTHAB,CH	20.02 	22.65 	21.91 	19.38 	20.74 	22.53 	22.57 	29.08 	39.76 	45.29 	39.55 	36.64 	45.83 	38.05 
ICCS0401,P_HTHAB,CY	7.59 	8.78 	6.28 	8.45 	12.05 	10.96 	9.21 	12.12 	17.21 	20.07 	16.31 	19.04 	17.82 	9.15 
ICCS0401,P_HTHAB,CZ	11.49 	11.67 	13.51 	13.25 	14.98 	15.60 	19.19 	24.23 	29.01 	32.52 	37.01 	38.41 	44.96 	44.87 
ICCS0401,P_HTHAB,DE	36.23 	40.73 	43.43 	44.40 	47.08 	52.34 	55.01 	56.30 	58.66 	60.64 	59.86 	58.88 	60.14 	60.71 
ICCS0401,P_HTHAB,DK	22.04 	28.08 	29.25 	31.46 	35.52 	38.28 	35.94 	41.26 	57.12 	53.81 	58.28 	60.92 	72.65 	62.09 
ICCS0401,P_HTHAB,EE	9.70 	8.50 	11.47 	12.89 	15.28 	18.85 	25.63 	27.36 	36.06 	34.48 	39.48 	44.93 	54.35 	67.91 
ICCS0401,P_HTHAB,EL	22.50 	23.71 	40.42 	40.57 	39.66 	43.94 	39.75 	34.78 	44.70 	54.05 	59.66 	54.67 	42.50 	29.45 
ICCS0401,P_HTHAB,ES	111.97 	95.63 	140.35 	129.23 	132.74 	135.56 	139.03 	152.34 	184.12 	206.34 	187.97 	181.58 	140.92 	156.39 
ICCS0401,P_HTHAB,FI	34.19 	36.11 	32.71 	30.84 	29.80 	30.43 	28.29 	30.95 	28.07 	29.91 	30.17 	28.17 	30.79 	31.99 
ICCS0401,P_HTHAB,FR	82.96 	86.45 	105.54 	109.31 	121.17 	130.73 	156.59 	173.02 	190.02 	189.67 	186.16 	187.19 	175.24 	166.60 
ICCS0401,P_HTHAB,HR	14.96 	15.57 	20.56 	18.97 	20.80 	25.49 	31.03 	29.86 	35.73 	37.14 	32.22 	28.93 	32.74 	29.20 
ICCS0401,P_HTHAB,HU	5.56 	6.22 	6.48 	7.12 	8.58 	11.23 	14.61 	19.78 	23.19 	30.57 	32.08 	33.91 	31.49 	31.14 
ICCS0401,P_HTHAB,IE	23.43 	28.26 	41.54 	45.11 	42.18 	41.36 	51.82 	57.14 	60.88 	61.33 	64.62 	71.08 	55.78 	52.22 
ICCS0401,P_HTHAB,IS	16.27 	20.60 	15.13 	22.10 	14.48 	15.04 	16.10 	15.66 	15.22 	15.65 	13.19 	13.22 	18.79 	13.63 
ICCS0401,P_HTHAB,IT	38.05 	34.34 	41.50 	47.92 	51.44 	55.09 	57.71 	64.55 	106.84 	105.47 	98.05 	81.09 	85.99 	110.03 
ICCS0401,P_HTHAB,LI	5.12 	10.32 	5.21 	5.25 	5.29 	10.63 	8.03 	2.69 	2.71 	13.71 	2.77 	5.57 	5.62 	2.83 
ICCS0401,P_HTHAB,LT	11.09 	17.14 	23.80 	29.26 	38.20 	46.46 	54.43 	57.35 	62.79 	64.02 	81.96 	86.79 	105.63 	107.45 
ICCS0401,P_HTHAB,LU	93.74 	75.39 	74.44 	74.58 	76.86 	79.65 	98.41 	111.88 	108.37 	100.41 	77.76 	75.09 	84.70 	67.38 
ICCS0401,P_HTHAB,LV	13.89 	22.80 	25.68 	27.61 	30.97 	33.06 	39.22 	40.42 	45.31 	46.12 	50.47 	50.55 	70.09 	65.74 
ICCS0401,P_HTHAB,ME	9.34 	7.72 	15.27 	19.76 	18.96 	20.57 	25.08 	30.25 	25.93 	18.86 	23.23 	0.48 	1.13 	0.97 
ICCS0401,P_HTHAB,MK	: 	: 	: 	: 	20.11 	11.97 	13.44 	14.76 	22.69 	22.77 	24.94 	29.42 	29.14 	22.39 
ICCS0401,P_HTHAB,MT	19.57 	24.88 	35.25 	43.72 	43.88 	57.50 	55.04 	44.67 	49.13 	61.55 	52.77 	47.34 	49.16 	36.04 
ICCS0401,P_HTHAB,NL	31.76 	41.91 	49.70 	45.31 	46.69 	52.89 	57.57 	62.09 	79.53 	89.30 	93.57 	98.28 	98.66 	80.31 
ICCS0401,P_HTHAB,NO	14.21 	17.85 	16.53 	14.88 	14.85 	15.54 	18.00 	20.81 	33.00 	29.76 	32.99 	34.72 	37.01 	33.73 
ICCS0401,P_HTHAB,PL	12.88 	13.93 	17.05 	17.91 	21.37 	25.37 	26.86 	36.48 	51.32 	43.83 	46.58 	50.91 	50.52 	55.32 
ICCS0401,P_HTHAB,PT	76.65 	87.18 	106.32 	102.47 	115.28 	128.74 	149.13 	149.55 	158.19 	175.61 	192.68 	193.33 	193.81 	197.61 
ICCS0401,P_HTHAB,RO	17.77 	19.91 	17.85 	16.77 	16.10 	15.67 	16.90 	32.17 	14.65 	15.89 	10.51 	11.57 	12.43 	11.94 
ICCS0401,P_HTHAB,RS	11.74 	12.21 	17.91 	22.81 	25.98 	34.23 	42.65 	45.22 	53.64 	52.53 	48.93 	49.54 	62.62 	55.42 
ICCS0401,P_HTHAB,SE	70.34 	85.32 	88.32 	85.43 	86.53 	86.91 	86.80 	86.72 	87.50 	97.15 	103.22 	98.70 	103.39 	97.02 
ICCS0401,P_HTHAB,SI	10.53 	12.17 	15.09 	15.58 	11.52 	10.95 	11.25 	14.41 	18.31 	19.02 	19.66 	22.62 	23.67 	19.20 
ICCS0401,P_HTHAB,SK	5.29 	5.95 	7.52 	8.73 	8.61 	9.69 	9.94 	12.56 	15.43 	18.02 	15.78 	22.04 	25.23 	25.50 
ICCS0401,P_HTHAB,TR	15.83 	13.55 	13.32 	13.60 	15.25 	13.83 	: 	: 	: 	13.79 	13.11 	11.83 	12.16 	: 
ICCS0401,P_HTHAB,UKC-L	: 	: 	: 	: 	131.63 	102.06 	88.70 	87.71 	101.88 	115.58 	133.53 	137.37 	136.46 	146.72 
ICCS0401,P_HTHAB,UKM	: 	: 	: 	33.24 	28.74 	26.63 	24.76 	28.05 	28.18 	34.53 	42.50 	48.74 	47.84 	57.13 
ICCS0401,P_HTHAB,UKN	: 	: 	: 	33.10 	30.38 	36.24 	43.87 	49.31 	53.05 	57.18 	70.13 	74.99 	73.62 	64.90 
ICCS0401,P_HTHAB,XK	: 	9.37 	11.42 	17.90 	17.16 	16.26 	: 	: 	: 	: 	35.06 	25.63 	26.87 	19.55 
ICCS0501,NR,AL	: 	: 	: 	: 	: 	151 	231 	295 	365 	322 	265 	231 	169 	144 
ICCS0501,NR,AT	40385 	48437 	54324 	58637 	69259 	80503 	79152 	85487 	88703 	85238 	84277 	88508 	107407 	104296 
ICCS0501,NR,BA	4200 	4680 	4823 	5207 	5739 	7173 	9361 	10386 	12107 	13080 	14619 	3474 	12617 	3846 
ICCS0501,NR,BE	45398 	47426 	64957 	71176 	75151 	78953 	91761 	96419 	99934 	102451 	97620 	91395 	97121 	93363 
ICCS0501,NR,BG	4134 	5344 	6226 	7664 	8847 	10161 	12035 	15327 	17163 	16781 	20272 	24005 	23682 	19980 
ICCS0501,NR,CH	31186 	32819 	36419 	38871 	41351 	46539 	52569 	63706 	68730 	73714 	65172 	62243 	64268 	57018 
ICCS0501,NR,CY	864 	872 	1190 	1250 	1470 	1721 	1979 	2366 	2707 	3000 	3422 	3232 	2504 	2587 
ICCS0501,NR,CZ	30748 	20661 	22161 	21151 	24127 	28220 	34476 	49304 	62384 	55554 	59672 	58758 	54848 	53381 
ICCS0501,NR,DE	243174 	298357 	311231 	326409 	365182 	432730 	463929 	446073 	437520 	430211 	421243 	397341 	386647 	390367 
ICCS0501,NR,DK	30433 	38493 	48257 	54868 	54922 	60136 	63343 	69637 	78955 	80930 	91732 	96683 	106972 	93578 
ICCS0501,NR,EL	13363 	13892 	19497 	17626 	19593 	44682 	45795 	43647 	49157 	57476 	59624 	52411 	39832 	37006 
ICCS0501,NR,ES	105274 	106106 	142528 	150872 	149651 	160853 	162474 	222039 	167320 	162672 	169383 	200388 	191853 	174761 
ICCS0501,NR,FI	6345 	7790 	7501 	7854 	7807 	8629 	10051 	10411 	9593 	24308 	25851 	25029 	25683 	24634 
ICCS0501,NR,FR	269431 	279437 	334519 	339333 	365731 	366480 	379253 	379153 	385511 	364462 	345500 	327330 	320418 	307744 
ICCS0501,NR,HR	7594 	8936 	10832 	10906 	12821 	12403 	14968 	15302 	18483 	19219 	19237 	18452 	17080 	17471 
ICCS0501,NR,HU	: 	: 	: 	: 	: 	: 	28595 	29883 	37688 	46857 	45273 	44250 	37698 	43002 
ICCS0501,NR,IE	8386 	10582 	16414 	16621 	18765 	18082 	25712 	27679 	26291 	28439 	28190 	26095 	27502 	25262 
ICCS0501,NR,IS	1048 	1059 	1161 	1286 	1060 	1038 	1273 	1143 	1092 	1374 	1900 	2866 	3524 	2731 
ICCS0501,NR,LI	: 	59 	107 	140 	127 	141 	168 	222 	125 	140 	98 	102 	195 	107 
ICCS0501,NR,LT	822 	1224 	1641 	1983 	2590 	2657 	2999 	3342 	3265 	: 	: 	: 	: 	: 
ICCS0501,NR,LU	3106 	2984 	3531 	3667 	2024 	1892 	2111 	4368 	3399 	3163 	3579 	2413 	2951 	2789 
ICCS0501,NR,LV	2779 	3803 	4210 	4877 	5231 	6365 	501 	612 	955 	977 	: 	1535 	2876 	2817 
ICCS0501,NR,ME	460 	439 	624 	681 	903 	847 	939 	951 	1181 	1383 	1234 	1381 	1673 	1633 
ICCS0501,NR,MK	: 	: 	: 	: 	: 	: 	: 	13108 	15109 	14985 	14465 	13399 	11500 	11627 
ICCS0501,NR,MT	873 	1036 	1270 	1211 	1267 	1078 	1041 	1624 	1438 	1682 	1684 	1660 	1352 	1450 
ICCS0501,NR,NL	37015 	49835 	58950 	63100 	74695 	84605 	96590 	103365 	120470 	121055 	124470 	123355 	283785 	287645 
ICCS0501,NR,NO	: 	: 	: 	: 	: 	: 	: 	14890 	15740 	17391 	17983 	21298 	23676 	22014 
ICCS0501,NR,PL	73474 	74502 	71392 	69148 	67712 	79928 	94680 	106896 	118534 	127961 	135611 	140085 	135383 	124066 
ICCS0501,NR,PT	16406 	19133 	21432 	22832 	22873 	26193 	29386 	34612 	38390 	43843 	52086 	50650 	49317 	53751 
ICCS0501,NR,RO	26016 	25741 	29144 	30459 	27177 	27332 	29562 	51116 	19573 	19526 	16311 	14197 	11574 	10285 
ICCS0501,NR,RS	9818 	9499 	11911 	14453 	16844 	19682 	22501 	26788 	31694 	17606 	17430 	15177 	14201 	14040 
ICCS0501,NR,SE	73016 	81140 	75450 	77914 	89981 	89055 	90059 	83517 	85453 	88066 	94316 	92722 	95824 	94278 
ICCS0501,NR,SI	4743 	8281 	8337 	8397 	8752 	10707 	10251 	13603 	15370 	14106 	13696 	13430 	15510 	15310 
ICCS0501,NR,SK	3247 	3725 	3695 	4528 	5720 	6260 	6862 	9427 	11167 	11855 	12884 	14783 	15394 	15159 
ICCS0501,NR,TR	95516 	95783 	103697 	120400 	: 	: 	: 	: 	: 	119533 	100644 	94289 	85050 	: 
ICCS0501,NR,UKC-L	: 	: 	: 	422870 	437650 	412086 	401002 	410857 	443212 	459795 	501048 	522683 	540645 	581584 
ICCS0501,NR,UKM	: 	: 	: 	13777 	15130 	16299 	17637 	20607 	22272 	21515 	24222 	25017 	23774 	25496 
ICCS0501,NR,UKN	: 	: 	: 	6388 	6820 	7394 	9166 	8889 	9125 	9521 	11242 	11852 	12699 	12040 
ICCS0501,NR,XK	3584 	3839 	4157 	5202 	5172 	5954 	5681 	7379 	7655 	6989 	7604 	7019 	5893 	6155 
ICCS0501,P_HTHAB,AL	: 	: 	: 	: 	: 	5.23 	7.98 	10.18 	: 	: 	9.36 	: 	5.31 	4.54 
ICCS0501,P_HTHAB,AT	452.10 	544.17 	613.22 	664.65 	789.47 	926.38 	922.92 	1004.91 	1049.51 	1013.76 	1006.27 	1059.77 	1288.63 	1255.37 
ICCS0501,P_HTHAB,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	340.69 	380.39 	90.37 	328.23 	100.06 
ICCS0501,P_HTHAB,BE	392.89 	411.60 	567.04 	624.43 	662.02 	698.01 	816.58 	862.36 	895.33 	923.41 	887.40 	843.13 	903.19 	875.26 
ICCS0501,P_HTHAB,BG	59.77 	76.88 	88.94 	108.71 	124.57 	142.04 	167.10 	211.53 	235.61 	229.02 	275.08 	323.44 	317.15 	265.76 
ICCS0501,P_HTHAB,CH	359.69 	381.35 	426.23 	458.16 	491.13 	558.88 	638.15 	782.66 	854.95 	926.67 	828.09 	799.44 	834.44 	750.87 
ICCS0501,P_HTHAB,CY	96.43 	98.20 	135.86 	144.64 	171.97 	202.87 	233.65 	275.76 	312.63 	348.02 	407.50 	394.56 	314.21 	333.23 
ICCS0501,P_HTHAB,CZ	287.32 	193.20 	208.09 	199.35 	228.07 	267.39 	327.15 	469.01 	593.22 	528.81 	569.02 	561.63 	526.08 	516.09 
ICCS0501,P_HTHAB,DE	292.43 	358.75 	374.89 	394.25 	442.53 	526.59 	571.36 	552.29 	543.34 	535.57 	525.10 	485.73 	471.51 	474.80 
ICCS0501,P_HTHAB,DK	521.11 	661.08 	831.15 	949.08 	955.37 	1053.68 	1119.19 	1237.50 	1409.25 	1450.22 	1649.67 	1746.84 	1940.90 	1708.94 
ICCS0501,P_HTHAB,EL	125.14 	129.61 	181.80 	164.10 	181.95 	414.35 	421.76 	399.45 	446.74 	518.44 	536.02 	471.35 	359.02 	334.56 
ICCS0501,P_HTHAB,ES	222.10 	224.17 	303.66 	323.35 	321.64 	346.37 	349.79 	477.38 	358.07 	347.45 	362.96 	431.07 	414.91 	382.67 
ICCS0501,P_HTHAB,FI	114.66 	140.99 	135.94 	142.46 	141.86 	157.25 	183.69 	190.98 	176.77 	450.04 	480.92 	467.70 	482.19 	464.75 
ICCS0501,P_HTHAB,FR	398.23 	415.09 	497.96 	506.27 	547.42 	549.95 	570.41 	574.98 	587.67 	558.33 	531.71 	506.24 	497.93 	480.80 
ICCS0501,P_HTHAB,HR	188.14 	220.20 	265.73 	265.64 	308.63 	295.97 	354.25 	360.32 	433.66 	449.46 	448.43 	428.83 	396.31 	405.17 
ICCS0501,P_HTHAB,HU	: 	: 	: 	: 	: 	: 	290.14 	302.54 	380.35 	471.78 	453.38 	441.87 	375.82 	428.08 
ICCS0501,P_HTHAB,IE	167.51 	213.16 	334.69 	344.09 	392.21 	382.58 	549.68 	596.81 	572.65 	620.57 	616.73 	573.58 	608.27 	566.69 
ICCS0501,P_HTHAB,IS	284.17 	290.83 	325.22 	369.06 	313.29 	312.15 	386.81 	350.97 	339.28 	429.95 	596.64 	902.31 	1103.43 	865.72 
ICCS0501,P_HTHAB,LI	: 	152.27 	278.81 	367.32 	335.89 	374.78 	449.61 	597.92 	339.32 	383.82 	271.10 	284.17 	547.92 	302.64 
ICCS0501,P_HTHAB,LT	29.40 	43.81 	58.73 	70.60 	90.94 	91.98 	102.66 	113.54 	109.86 	: 	: 	: 	: 	: 
ICCS0501,P_HTHAB,LU	489.34 	476.60 	575.18 	609.13 	342.66 	328.33 	374.98 	794.64 	632.91 	602.64 	699.24 	480.61 	597.97 	576.48 
ICCS0501,P_HTHAB,LV	146.79 	199.35 	219.27 	252.12 	268.24 	323.27 	25.23 	30.58 	47.19 	47.78 	: 	72.39 	132.97 	128.52 
ICCS0501,P_HTHAB,ME	74.11 	70.59 	100.29 	109.42 	145.09 	136.13 	150.94 	153.01 	190.21 	222.95 	199.08 	223.10 	271.08 	265.29 
ICCS0501,P_HTHAB,MK	: 	: 	: 	: 	: 	: 	: 	634.53 	732.63 	727.50 	703.11 	652.74 	561.35 	568.51 
ICCS0501,P_HTHAB,MT	169.15 	201.34 	257.31 	254.57 	275.26 	239.33 	236.76 	381.77 	341.27 	402.83 	405.79 	400.94 	329.01 	355.54 
ICCS0501,P_HTHAB,NL	211.81 	286.28 	341.10 	367.26 	437.29 	498.29 	571.51 	614.20 	717.96 	723.57 	747.31 	744.22 	1721.39 	1753.36 
ICCS0501,P_HTHAB,NO	: 	: 	: 	: 	: 	: 	: 	291.51 	311.60 	348.81 	365.49 	438.39 	493.33 	464.71 
ICCS0501,P_HTHAB,PL	194.17 	196.27 	188.01 	182.08 	178.32 	210.52 	249.12 	281.17 	311.42 	336.18 	356.28 	368.42 	355.00 	325.50 
ICCS0501,P_HTHAB,PT	159.31 	185.83 	208.55 	221.86 	221.86 	253.28 	283.24 	331.94 	366.06 	415.87 	492.65 	479.03 	466.88 	509.33 
