iccs,unit,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
ICCS0701,P_HTHAB,AT	: 	611.28 	560.20 	429.13 	399.53 	374.04 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,P_HTHAB,BE	: 	811.55 	692.59 	579.47 	510.89 	491.53 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,P_HTHAB,BG	: 	24.04 	30.04 	40.43 	47.45 	50.39 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,P_HTHAB,CH	: 	243.85 	224.23 	206.50 	168.98 	197.23 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,P_HTHAB,CY	: 	27.48 	25.23 	26.27 	28.78 	27.35 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,P_HTHAB,CZ	: 	74.36 	86.19 	79.63 	82.73 	93.20 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,P_HTHAB,DE	: 	971.63 	1003.34 	1015.53 	1103.17 	1094.05 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,P_HTHAB,DK	: 	925.06 	820.30 	749.81 	764.30 	688.28 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,P_HTHAB,EE	: 	138.83 	136.85 	110.15 	118.65 	128.04 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,P_HTHAB,EL	: 	37.87 	29.91 	29.64 	30.21 	35.15 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,P_HTHAB,ES	: 	761.74 	697.99 	619.78 	461.22 	394.07 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,P_HTHAB,FI	: 	853.02 	730.24 	647.53 	641.80 	816.21 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,P_HTHAB,FR	: 	345.47 	309.85 	269.16 	260.30 	296.71 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,P_HTHAB,HR	: 	61.78 	80.91 	75.22 	63.53 	90.82 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,P_HTHAB,HU	: 	158.16 	173.30 	215.53 	259.14 	457.76 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,P_HTHAB,IE	: 	118.08 	115.23 	94.24 	82.43 	103.72 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,P_HTHAB,IS	: 	184.82 	166.95 	154.11 	136.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,P_HTHAB,IT	: 	475.65 	406.27 	361.86 	320.30 	300.18 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,P_HTHAB,LI	: 	454.23 	466.41 	411.92 	343.82 	465.15 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,P_HTHAB,LT	: 	96.20 	106.69 	99.08 	105.31 	99.36 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,P_HTHAB,LU	: 	235.58 	121.19 	107.31 	99.55 	171.63 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,P_HTHAB,LV	: 	90.74 	82.29 	90.88 	77.07 	90.71 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,P_HTHAB,ME	: 	9.33 	7.23 	0.96 	: 	7.88 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,P_HTHAB,MT	: 	157.61 	166.34 	216.94 	170.98 	111.01 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,P_HTHAB,NL	: 	: 	: 	: 	: 	371.04 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,P_HTHAB,NO	: 	353.94 	394.73 	425.48 	377.97 	409.94 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,P_HTHAB,PL	: 	364.05 	368.77 	309.22 	339.82 	286.16 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,P_HTHAB,PT	: 	359.40 	301.42 	232.41 	222.44 	188.39 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,P_HTHAB,RO	: 	58.06 	58.42 	53.74 	51.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,P_HTHAB,RS	: 	17.90 	25.19 	28.08 	29.03 	31.73 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,P_HTHAB,SE	: 	2701.06 	2867.82 	2976.31 	2536.88 	2207.49 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,P_HTHAB,SI	: 	161.22 	189.92 	189.03 	193.72 	212.34 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,P_HTHAB,SK	: 	36.35 	41.54 	48.37 	52.67 	42.61 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,P_HTHAB,TR	: 	: 	: 	: 	: 	98.42 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,P_HTHAB,XK	: 	26.26 	36.64 	34.92 	30.00 	30.37 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,NR,AL	977 	847 	1330 	1033 	1154 	1032 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,NR,AT	2915 	2879 	3158 	3113 	3209 	3151 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,NR,BA	779 	903 	751 	430 	383 	397 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,NR,BE	4706 	4297 	4775 	4729 	4596 	5158 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,NR,BG	565 	486 	585 	673 	233 	223 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,NR,CH	60 	21 	14 	19 	3389 	3749 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,NR,CY	12 	13 	16 	17 	31 	41 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,NR,CZ	1393 	1689 	2339 	2596 	2723 	2959 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,NR,DE	5110 	4170 	4147 	3970 	3850 	6502 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,NR,DK	4777 	3873 	5060 	4833 	3717 	5246 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,NR,EE	87 	81 	72 	376 	291 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,NR,EL	757 	607 	614 	658 	902 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,NR,ES	1032 	762 	884 	974 	1127 	1144 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,NR,FI	3700 	4041 	3960 	3846 	3565 	3667 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,NR,FR	2734 	2287 	2394 	2356 	1966 	2007 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,NR,HR	912 	538 	785 	515 	761 	905 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,NR,HU	6516 	2377 	1806 	2238 	1281 	1165 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,NR,IE	8 	6 	5 	6 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,NR,IT	3842 	3770 	3469 	3367 	3572 	21303 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,NR,LI	14 	10 	11 	14 	6 	4 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,NR,LT	624 	551 	495 	555 	749 	761 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,NR,LU	4 	5 	1 	3 	1 	5 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,NR,LV	205 	182 	354 	242 	185 	287 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,NR,ME	178 	154 	172 	242 	76 	80 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,NR,MT	26 	16 	4 	8 	3 	5 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,NR,NL	5255 	5885 	6605 	6630 	6740 	6905 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,NR,NO	31 	40 	47 	36 	82 	46 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,NR,PL	6109 	7505 	6241 	10036 	7417 	7092 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,NR,PT	212 	154 	170 	166 	176 	152 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,NR,RO	4017 	3414 	4090 	4379 	5435 	1401 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,NR,RS	1165 	746 	1052 	1179 	1500 	1348 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,NR,SE	21281 	19791 	20617 	21031 	21095 	21037 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,NR,SI	240 	312 	219 	213 	971 	1159 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,NR,SK	186 	131 	136 	151 	167 	105 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,NR,TR	: 	: 	: 	: 	: 	4964 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,NR,XK	: 	: 	: 	: 	: 	260 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,P_HTHAB,AL	34.53 	29.76 	46.46 	35.99 	40.12 	35.89 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,P_HTHAB,AT	32.63 	32.34 	35.65 	35.29 	36.58 	36.22 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,P_HTHAB,BE	40.73 	37.29 	41.68 	41.49 	40.49 	45.60 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,P_HTHAB,BG	8.17 	6.99 	8.36 	9.55 	3.28 	3.12 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,P_HTHAB,CH	0.69 	0.24 	0.16 	0.22 	40.25 	45.02 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,P_HTHAB,CY	1.34 	1.46 	1.83 	1.97 	3.63 	4.83 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,P_HTHAB,CZ	13.02 	15.79 	21.96 	24.47 	25.74 	28.04 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,P_HTHAB,DE	6.15 	5.01 	5.00 	4.80 	4.67 	7.91 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,P_HTHAB,DK	81.80 	66.51 	87.15 	83.60 	64.66 	91.92 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,P_HTHAB,EE	6.54 	6.09 	5.43 	28.50 	22.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,P_HTHAB,EL	7.09 	5.66 	5.73 	6.13 	8.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,P_HTHAB,ES	2.18 	1.61 	1.88 	2.09 	2.42 	2.46 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,P_HTHAB,FI	66.86 	73.14 	71.77 	69.76 	64.78 	66.83 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,P_HTHAB,FR	4.04 	3.40 	3.56 	3.52 	2.94 	3.01 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,P_HTHAB,HR	22.59 	13.26 	19.26 	12.54 	18.32 	21.60 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,P_HTHAB,HU	66.96 	24.33 	18.48 	22.89 	13.07 	11.85 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,P_HTHAB,IE	0.16 	0.12 	0.10 	0.12 	0.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,P_HTHAB,IT	6.49 	6.32 	5.80 	5.57 	5.90 	35.12 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,P_HTHAB,LI	35.85 	25.81 	28.66 	36.73 	15.87 	10.63 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,P_HTHAB,LT	22.32 	19.72 	17.72 	19.76 	26.30 	26.35 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,P_HTHAB,LU	0.63 	0.80 	0.16 	0.50 	0.17 	0.87 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,P_HTHAB,LV	10.83 	9.54 	18.44 	12.51 	9.49 	14.58 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,P_HTHAB,ME	28.68 	24.76 	27.64 	38.88 	12.21 	12.86 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,P_HTHAB,MT	5.04 	3.11 	0.81 	1.68 	0.65 	1.11 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,P_HTHAB,NL	30.07 	33.81 	38.22 	38.59 	39.46 	40.67 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,P_HTHAB,NO	0.57 	0.75 	0.88 	0.68 	1.56 	0.88 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,P_HTHAB,PL	16.14 	19.77 	16.44 	26.43 	19.53 	18.68 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,P_HTHAB,PT	2.06 	1.50 	1.65 	1.61 	1.71 	1.47 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,P_HTHAB,RO	20.92 	17.66 	21.07 	22.42 	27.67 	7.09 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,P_HTHAB,RS	16.95 	10.77 	15.11 	16.84 	21.31 	19.05 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,P_HTHAB,SE	205.03 	191.63 	201.53 	207.81 	211.05 	213.55 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,P_HTHAB,SI	11.38 	14.89 	10.52 	10.31 	47.00 	56.15 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,P_HTHAB,SK	3.41 	2.40 	2.50 	2.77 	3.07 	1.94 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,P_HTHAB,TR	: 	: 	: 	: 	: 	6.30 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0703,P_HTHAB,XK	: 	: 	: 	: 	: 	14.68 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,NR,AL	263 	161 	305 	274 	297 	256 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,NR,AT	57 	37 	38 	24 	30 	20 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,NR,BA	131 	339 	81 	31 	17 	29 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,NR,BE	71 	68 	95 	97 	100 	96 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,NR,BG	101 	118 	130 	167 	139 	132 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,NR,CH	60 	20 	13 	18 	25 	20 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,NR,CY	12 	11 	14 	16 	30 	38 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,NR,CZ	95 	115 	122 	281 	92 	98 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,NR,DE	5110 	4170 	4147 	3970 	3850 	6502 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,NR,DK	53 	13 	46 	315 	27 	53 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,NR,EE	41 	40 	37 	177 	165 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,NR,EL	253 	64 	190 	231 	119 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,NR,ES	139 	47 	54 	80 	72 	76 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,NR,FI	23 	267 	13 	27 	17 	25 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,NR,FR	265 	204 	230 	231 	204 	190 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,NR,HR	103 	61 	39 	45 	193 	222 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,NR,HU	6148 	2025 	387 	1871 	1005 	968 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,NR,IT	343 	409 	460 	408 	533 	525 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,NR,LI	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,NR,LT	350 	313 	76 	38 	86 	62 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,NR,LU	4 	5 	1 	3 	1 	5 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,NR,LV	147 	121 	103 	147 	125 	232 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,NR,ME	8 	6 	1 	4 	4 	20 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,NR,MT	6 	1 	1 	2 	1 	1 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,NR,PL	4957 	5065 	4085 	8989 	5013 	6166 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,NR,PT	100 	62 	70 	71 	84 	69 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,NR,RO	763 	679 	647 	658 	855 	1173 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,NR,RS	194 	180 	219 	295 	147 	147 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,NR,SE	400 	152 	161 	441 	287 	251 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,NR,SI	179 	298 	185 	108 	80 	199 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,NR,SK	96 	66 	62 	67 	128 	71 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,NR,TR	: 	: 	: 	: 	: 	1716 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,NR,XK	: 	40 	20 	39 	44 	48 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,P_HTHAB,AL	9.29 	5.66 	10.66 	9.55 	10.32 	8.90 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,P_HTHAB,AT	0.64 	0.42 	0.43 	0.27 	0.34 	0.23 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,P_HTHAB,BE	0.61 	0.59 	0.83 	0.85 	0.88 	0.85 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,P_HTHAB,BG	1.46 	1.70 	1.86 	2.37 	1.96 	1.85 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,P_HTHAB,CH	0.69 	0.23 	0.15 	0.21 	0.30 	0.24 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,P_HTHAB,CY	1.34 	1.24 	1.60 	1.85 	3.51 	4.48 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,P_HTHAB,CZ	0.89 	1.08 	1.15 	2.65 	0.87 	0.93 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,P_HTHAB,DE	6.15 	5.01 	5.00 	4.80 	4.67 	7.91 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,P_HTHAB,DK	0.91 	0.22 	0.79 	5.45 	0.47 	0.93 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,P_HTHAB,EE	3.08 	3.01 	2.79 	13.42 	12.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,P_HTHAB,EL	2.37 	0.60 	1.77 	2.15 	1.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,P_HTHAB,ES	0.29 	0.10 	0.12 	0.17 	0.15 	0.16 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,P_HTHAB,FI	0.42 	4.83 	0.24 	0.49 	0.31 	0.46 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,P_HTHAB,FR	0.39 	0.30 	0.34 	0.34 	0.31 	0.29 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,P_HTHAB,HR	2.55 	1.50 	0.96 	1.10 	4.65 	5.30 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,P_HTHAB,HU	63.18 	20.73 	3.96 	19.13 	10.26 	9.85 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,P_HTHAB,IT	0.58 	0.69 	0.77 	0.67 	0.88 	0.87 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,P_HTHAB,LI	: 	: 	: 	: 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,P_HTHAB,LT	12.52 	11.20 	2.72 	1.35 	3.02 	2.15 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,P_HTHAB,LU	0.63 	0.80 	0.16 	0.50 	0.17 	0.87 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,P_HTHAB,LV	7.76 	6.34 	5.36 	7.60 	6.41 	11.78 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,P_HTHAB,ME	1.29 	0.96 	0.16 	0.64 	0.64 	3.21 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,P_HTHAB,MT	1.16 	0.19 	0.20 	0.42 	0.22 	0.22 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,P_HTHAB,PL	13.10 	13.34 	10.76 	23.67 	13.20 	16.24 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,P_HTHAB,PT	0.97 	0.60 	0.68 	0.69 	0.81 	0.67 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,P_HTHAB,RO	3.97 	3.51 	3.33 	3.37 	4.35 	5.94 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,P_HTHAB,RS	2.82 	2.60 	3.14 	4.21 	2.09 	2.08 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,P_HTHAB,SE	3.85 	1.47 	1.57 	4.36 	2.87 	2.55 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,P_HTHAB,SI	8.49 	14.22 	8.89 	5.23 	3.87 	9.64 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,P_HTHAB,SK	1.76 	1.21 	1.14 	1.23 	2.35 	1.31 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,P_HTHAB,TR	: 	: 	: 	: 	: 	2.18 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07031,P_HTHAB,XK	: 	2.24 	1.11 	2.17 	2.47 	2.71 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,NR,AL	: 	417 	401 	351 	379 	365 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,NR,AT	: 	527 	430 	666 	622 	562 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,NR,BA	: 	44 	: 	25 	: 	19 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,NR,BE	: 	5524 	2272 	1354 	905 	882 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,NR,BG	: 	48 	31 	38 	45 	31 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,NR,CH	: 	3070 	1772 	1225 	807 	663 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,NR,CZ	: 	556 	626 	780 	933 	1180 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,NR,DE	: 	8942 	9764 	8652 	10015 	11541 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,NR,DK	: 	1184 	258 	105 	113 	4 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,NR,EE	: 	21 	190 	101 	41 	68 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,NR,EL	: 	34 	36 	26 	29 	26 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,NR,ES	: 	310 	295 	272 	260 	262 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,NR,FI	: 	594 	452 	426 	473 	370 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,NR,FR	: 	1899 	1481 	1266 	1013 	914 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,NR,HR	: 	21 	41 	26 	6 	58 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,NR,HU	: 	301 	188 	241 	87 	51 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,NR,IS	: 	288 	245 	104 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,NR,IT	: 	1857 	1977 	1959 	1941 	1805 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,NR,LI	: 	58 	70 	49 	49 	68 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,NR,LT	: 	83 	52 	55 	21 	32 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,NR,LV	: 	415 	335 	196 	123 	120 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,NR,ME	: 	40 	36 	184 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,NR,MT	: 	105 	36 	33 	58 	77 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,NR,NL	: 	1871 	1382 	901 	700 	610 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,NR,NO	: 	157 	140 	94 	116 	114 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,NR,PL	: 	649 	1290 	479 	371 	338 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,NR,PT	: 	47 	36 	31 	25 	18 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,NR,RO	: 	240 	642 	438 	636 	954 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,NR,RS	: 	114 	175 	137 	37 	12 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,NR,SE	: 	9303 	6773 	6787 	3137 	1971 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,NR,SI	: 	: 	: 	: 	: 	51 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,NR,SK	: 	77 	62 	111 	117 	116 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,NR,TR	: 	: 	: 	: 	: 	992 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,NR,XK	: 	4 	6 	3 	5 	4 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,P_HTHAB,AL	: 	14.65 	14.01 	12.23 	13.18 	12.69 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,P_HTHAB,AT	: 	5.92 	4.85 	7.55 	7.09 	6.46 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,P_HTHAB,BE	: 	47.94 	19.83 	11.88 	7.97 	7.80 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,P_HTHAB,BG	: 	0.69 	0.44 	0.54 	0.63 	0.43 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,P_HTHAB,CH	: 	35.67 	20.74 	14.44 	9.58 	7.96 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,P_HTHAB,CZ	: 	5.20 	5.88 	7.35 	8.82 	11.18 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,P_HTHAB,DE	: 	10.75 	11.76 	10.45 	12.14 	14.04 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,P_HTHAB,DK	: 	20.33 	4.44 	1.82 	1.97 	0.07 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,P_HTHAB,EE	: 	1.58 	14.34 	7.66 	3.12 	5.17 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,P_HTHAB,EL	: 	0.32 	0.34 	0.24 	0.27 	0.24 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,P_HTHAB,ES	: 	0.65 	0.63 	0.58 	0.56 	0.56 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS07041,P_HTHAB,FI	: 	10.75 	8.19 	7.73 	8.59 	6.74 	: 	: 	: 	: 	: 	: 	: 	: 
